Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],SOC [-]
2018-11-30 19:02:42,0.0,4.18632,-0.04597,-0.63095,0.0,1.0
2018-11-30 19:02:42,0.001583333333352736,4.18396,-0.07918,-0.63095,0.0,1.0
2018-11-30 19:02:42,0.0032833333333352737,4.18262,-0.08939,-0.63095,0.0,1.0
2018-11-30 19:02:43,0.004983333333317811,4.18144,-0.0945,-0.63095,-1e-05,0.9999962189514744
2018-11-30 19:02:43,0.006583333333401243,4.18076,-0.0945,-0.63095,-1e-05,0.9999962189514744
2018-11-30 19:02:43,0.008300000000114474,4.18009,-0.0945,-0.63095,-1e-05,0.9999962189514744
2018-11-30 19:02:43,0.010016666666827708,4.17958,-0.0945,-0.63095,-1e-05,0.9999962189514744
2018-11-30 19:02:43,0.011616666666668607,4.17908,-0.09706,-0.63095,-2e-05,0.9999924379029488
2018-11-30 19:02:43,0.013300000000162982,4.17874,-0.0945,-0.63095,-2e-05,0.9999924379029488
2018-11-30 19:02:43,0.015016666666633682,4.17857,-0.09706,-0.63095,-2e-05,0.9999924379029488
2018-11-30 19:02:43,0.016616666666717114,4.17823,-0.09706,-0.63095,-3e-05,0.9999886568544231
2018-11-30 19:02:43,0.018299999999968956,4.17806,-0.0945,-0.63095,-3e-05,0.9999886568544231
2018-11-30 19:02:43,0.019916666666783083,4.1779,-0.09706,-0.63095,-3e-05,0.9999886568544231
2018-11-30 19:02:44,0.021633333333496315,4.17773,-0.0945,-0.63095,-3e-05,0.9999886568544231
2018-11-30 19:02:44,0.023316666666748156,4.17773,-0.0945,-0.63095,-4e-05,0.9999848758058975
2018-11-30 19:02:44,0.024983333333269304,4.17756,-0.09706,-0.63095,-4e-05,0.9999848758058975
2018-11-30 19:02:44,0.02663333333330229,4.17756,-0.0945,-0.63095,-4e-05,0.9999848758058975
2018-11-30 19:02:44,0.02830000000006597,4.17739,-0.0945,-0.63095,-4e-05,0.9999848758058975
2018-11-30 19:02:44,0.030016666666779202,4.17739,-0.0945,-0.63095,-5e-05,0.9999810947573718
2018-11-30 19:02:44,0.0316166666666201,4.17722,-0.09706,-0.63095,-5e-05,0.9999810947573718
2018-11-30 19:02:44,0.033300000000114474,4.17722,-0.0945,-0.63095,-5e-05,0.9999810947573718
2018-11-30 19:02:44,0.03493333333341676,4.17722,-0.0945,-0.63095,-5e-05,0.9999810947573718
2018-11-30 19:02:44,0.036633333333399305,4.17722,-0.0945,-0.63095,-6e-05,0.9999773137088462
2018-11-30 19:02:45,0.03831666666665114,4.17705,-0.0945,-0.63095,-6e-05,0.9999773137088462
2018-11-30 19:02:45,0.039916666666734574,4.17705,-0.09706,-0.63095,-6e-05,0.9999773137088462
2018-11-30 19:02:45,0.041633333333447806,4.17705,-0.09706,-0.63095,-7e-05,0.9999735326603206
2018-11-30 19:02:45,0.04331666666669965,4.17705,-0.0945,-0.63095,-7e-05,0.9999735326603206
2018-11-30 19:02:45,0.044999999999951495,4.17688,-0.0945,-0.63095,-7e-05,0.9999735326603206
2018-11-30 19:02:45,0.04663333333349631,4.17688,-0.0945,-0.63095,-7e-05,0.9999735326603206
2018-11-30 19:02:45,0.04831666666674816,4.17688,-0.0945,-0.63095,-8e-05,0.9999697516117949
2018-11-30 19:02:45,0.04991666666683159,4.17688,-0.09706,-0.63095,-8e-05,0.9999697516117949
2018-11-30 19:02:45,0.05165000000003298,4.17688,-0.0945,-0.63095,-8e-05,0.9999697516117949
2018-11-30 19:02:45,0.05333333333328483,4.17688,-0.09706,-0.63095,-8e-05,0.9999697516117949
2018-11-30 19:02:46,0.05493333333336826,4.17672,-0.09706,-0.63095,-9e-05,0.9999659705632693
2018-11-30 19:02:46,0.056666666666812186,4.17672,-0.0945,-0.63095,-9e-05,0.9999659705632693
2018-11-30 19:02:46,0.05825000000016492,4.17672,-0.09706,-0.63095,-9e-05,0.9999659705632693
2018-11-30 19:02:46,0.059966666666635624,4.17672,-0.09706,-0.63095,-9e-05,0.9999659705632693
2018-11-30 19:02:46,0.06159999999993791,4.17672,-0.09706,-0.63095,-0.0001,0.9999621895147437
2018-11-30 19:02:46,0.06328333333343229,4.17672,-0.09706,-0.63095,-0.0001,0.9999621895147437
2018-11-30 19:02:46,0.06498333333341483,4.17672,-0.0945,-0.63095,-0.0001,0.9999621895147437
2018-11-30 19:02:46,0.06659999999998642,4.17655,-0.09706,-0.63095,-0.0001,0.9999621895147437
2018-11-30 19:02:46,0.06829999999996895,4.17655,-0.0945,-0.63095,-0.00011,0.9999584084662181
2018-11-30 19:02:46,0.06991666666678308,4.17655,-0.0945,-0.63095,-0.00011,0.9999584084662181
2018-11-30 19:02:47,0.07161666666676562,4.17655,-0.09706,-0.63095,-0.00011,0.9999584084662181
2018-11-30 19:02:47,0.07331666666674816,4.17655,-0.0945,-0.63095,-0.00012,0.9999546274176924
2018-11-30 19:02:47,0.07491666666683158,4.17655,-0.0945,-0.63095,-0.00012,0.9999546274176924
2018-11-30 19:02:47,0.07663333333330229,4.17655,-0.0945,-0.63095,-0.00012,0.9999546274176924
2018-11-30 19:02:47,0.07833333333328482,4.17655,-0.09706,-0.63095,-0.00012,0.9999546274176924
2018-11-30 19:02:47,0.07993333333336826,4.17638,-0.09706,-0.63095,-0.00013,0.9999508463691668
2018-11-30 19:02:47,0.08165000000008149,4.17638,-0.0945,-0.63095,-0.00013,0.9999508463691668
2018-11-30 19:02:47,0.08326666666665308,4.17638,-0.0945,-0.63095,-0.00013,0.9999508463691668
2018-11-30 19:02:47,0.08496666666663562,4.17638,-0.0945,-0.63095,-0.00013,0.9999508463691668
2018-11-30 19:02:47,0.08668333333334885,4.17638,-0.0945,-0.63095,-0.00014,0.9999470653206411
2018-11-30 19:02:48,0.08828333333343229,4.17638,-0.09706,-0.63095,-0.00014,0.9999470653206411
2018-11-30 19:02:48,0.08998333333341482,4.17638,-0.0945,-0.63095,-0.00014,0.9999470653206411
2018-11-30 19:02:48,0.09166666666666666,4.17638,-0.0945,-0.63095,-0.00014,0.9999470653206411
2018-11-30 19:02:48,0.09329999999996895,4.17638,-0.09706,-0.63095,-0.00015,0.9999432842721155
2018-11-30 19:02:48,0.09498333333346333,4.17638,-0.0945,-0.63095,-0.00015,0.9999432842721155
2018-11-30 19:02:48,0.09661666666676562,4.17621,-0.09706,-0.63095,-0.00015,0.9999432842721155
2018-11-30 19:02:48,0.09830000000001746,4.17621,-0.0945,-0.63095,-0.00016,0.9999395032235899
2018-11-30 19:02:48,0.1,4.17621,-0.09706,-0.63095,-0.00016,0.9999395032235899
2018-11-30 19:02:48,0.10158333333335273,4.17604,-0.09706,-0.63095,-0.00016,0.9999395032235899
2018-11-30 19:02:48,0.10333333333328483,4.17604,-0.09706,-0.63095,-0.00016,0.9999395032235899
2018-11-30 19:02:49,0.10493333333336825,4.17604,-0.09706,-0.63095,-0.00017,0.9999357221750642
2018-11-30 19:02:49,0.10670000000003105,4.17604,-0.09706,-0.63095,-0.00017,0.9999357221750642
