Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],SOC [-]
2018-11-16 03:56:49,0.0,4.18632,-0.04597,9.04363,0.0,1.0
2018-11-16 03:56:50,0.0016999999999825377,4.18464,-0.07918,9.04363,0.0,1.0
2018-11-16 03:56:50,0.0033000000000659685,4.1838,-0.08939,9.04363,-1e-05,0.9999971644069018
2018-11-16 03:56:50,0.00501666666653667,4.18329,-0.0945,9.04363,-1e-05,0.9999971644069018
2018-11-16 03:56:50,0.006700000000031044,4.18295,-0.0945,9.04363,-1e-05,0.9999971644069018
2018-11-16 03:56:50,0.008316666666602638,4.18278,-0.0945,9.04363,-1e-05,0.9999971644069018
2018-11-16 03:56:50,0.010033333333315872,4.18262,-0.09706,9.04363,-2e-05,0.9999943288138035
2018-11-16 03:56:50,0.011700000000079551,4.18245,-0.09706,9.04363,-2e-05,0.9999943288138035
2018-11-16 03:56:50,0.013316666666651145,4.18245,-0.09706,9.04363,-2e-05,0.9999943288138035
2018-11-16 03:56:50,0.014999999999902987,4.18245,-0.09706,9.04363,-2e-05,0.9999943288138035
2018-11-16 03:56:50,0.016633333333205276,4.18245,-0.0945,9.04363,-3e-05,0.9999914932207052
2018-11-16 03:56:51,0.018316666666699653,4.18228,-0.0945,9.04363,-3e-05,0.9999914932207052
2018-11-16 03:56:51,0.020049999999901046,4.18228,-0.09706,9.04363,-3e-05,0.9999914932207052
2018-11-16 03:56:51,0.021633333333253783,4.18228,-0.0945,9.04363,-3e-05,0.9999914932207052
2018-11-16 03:56:51,0.023316666666505625,4.18228,-0.0945,9.04363,-4e-05,0.999988657627607
2018-11-16 03:56:51,0.025049999999949554,4.18228,-0.09706,9.04363,-4e-05,0.999988657627607
2018-11-16 03:56:51,0.02663333333330229,4.18228,-0.09706,9.04363,-4e-05,0.999988657627607
2018-11-16 03:56:51,0.028316666666554132,4.18211,-0.09706,9.04363,-4e-05,0.999988657627607
2018-11-16 03:56:51,0.02994999999985642,4.18211,-0.0945,9.04363,-5e-05,0.9999858220345087
2018-11-16 03:56:51,0.0316333333333508,4.18211,-0.0945,9.04363,-5e-05,0.9999858220345087
2018-11-16 03:56:51,0.033316666666602636,4.18211,-0.0945,9.04363,-5e-05,0.9999858220345087
2018-11-16 03:56:52,0.03503333333331587,4.18211,-0.09706,9.04363,-6e-05,0.9999829864414105
2018-11-16 03:56:52,0.036633333333399305,4.18211,-0.09706,9.04363,-6e-05,0.9999829864414105
2018-11-16 03:56:52,0.0383666666666007,4.18211,-0.09706,9.04363,-6e-05,0.9999829864414105
2018-11-16 03:56:52,0.03994999999995343,4.18211,-0.0945,9.04363,-6e-05,0.9999829864414105
2018-11-16 03:56:52,0.041666666666666664,4.18211,-0.0945,9.04363,-7e-05,0.9999801508483123
2018-11-16 03:56:52,0.043366666666649206,4.18194,-0.09706,9.04363,-7e-05,0.9999801508483123
2018-11-16 03:56:52,0.04496666666673264,4.18194,-0.09706,9.04363,-7e-05,0.9999801508483123
2018-11-16 03:56:52,0.04668333333320333,4.18194,-0.09706,9.04363,-7e-05,0.9999801508483123
2018-11-16 03:56:52,0.048283333333286764,4.18194,-0.09706,9.04363,-8e-05,0.999977315255214
2018-11-16 03:56:52,0.04996666666653861,4.18194,-0.09706,9.04363,-8e-05,0.999977315255214
2018-11-16 03:56:53,0.05168333333325184,4.18194,-0.09706,9.04363,-8e-05,0.999977315255214
2018-11-16 03:56:53,0.05328333333333527,4.18194,-0.0945,9.04363,-8e-05,0.999977315255214
2018-11-16 03:56:53,0.05498333333331781,4.18194,-0.0945,9.04363,-9e-05,0.9999744796621157
2018-11-16 03:56:53,0.05668333333330035,4.18194,-0.09706,9.04363,-9e-05,0.9999744796621157
2018-11-16 03:56:53,0.05828333333338378,4.18194,-0.09706,9.04363,-9e-05,0.9999744796621157
2018-11-16 03:56:53,0.05998333333336632,4.18177,-0.09706,9.04363,-9e-05,0.9999744796621157
2018-11-16 03:56:53,0.06170000000007955,4.18177,-0.09706,9.04363,-0.0001,0.9999716440690175
2018-11-16 03:56:53,0.06338333333333139,4.18177,-0.0945,9.04363,-0.0001,0.9999716440690175
2018-11-16 03:56:53,0.06498333333317229,4.18177,-0.0945,9.04363,-0.0001,0.9999716440690175
2018-11-16 03:56:53,0.06669999999988553,4.18177,-0.09706,9.04363,-0.00011,0.9999688084759193
2018-11-16 03:56:54,0.06829999999996895,4.18177,-0.0945,9.04363,-0.00011,0.9999688084759193
2018-11-16 03:56:54,0.06998333333322079,4.18177,-0.0945,9.04363,-0.00011,0.9999688084759193
2018-11-16 03:56:54,0.07168333333320334,4.18177,-0.09706,9.04363,-0.00011,0.9999688084759193
2018-11-16 03:56:54,0.07334999999996701,4.18177,-0.09706,9.04363,-0.00012,0.999965972882821
2018-11-16 03:56:54,0.07503333333321886,4.18177,-0.09706,9.04363,-0.00012,0.999965972882821
2018-11-16 03:56:54,0.07666666666652115,4.18177,-0.09706,9.04363,-0.00012,0.999965972882821
2018-11-16 03:56:54,0.07835000000001552,4.1816,-0.09706,9.04363,-0.00012,0.999965972882821
2018-11-16 03:56:54,0.07994999999985643,4.18177,-0.0945,9.14879,-0.00013,0.9999631372897227
2018-11-16 03:56:54,0.08168333333330034,4.1816,-0.09706,9.14879,-0.00013,0.9999631372897227
2018-11-16 03:56:54,0.0833666666665522,4.1816,-0.0945,9.14879,-0.00013,0.9999631372897227
2018-11-16 03:56:55,0.08496666666663562,4.1816,-0.0945,9.14879,-0.00013,0.9999631372897227
2018-11-16 03:56:55,0.08670000000007955,4.1816,-0.09706,9.14879,-0.00014,0.9999603016966245
2018-11-16 03:56:55,0.08829999999992046,4.1816,-0.0945,9.14879,-0.00014,0.9999603016966245
2018-11-16 03:56:55,0.08999999999990299,4.1816,-0.0945,9.14879,-0.00014,0.9999603016966245
2018-11-16 03:56:55,0.09169999999988553,4.1816,-0.09706,9.14879,-0.00015,0.9999574661035262
2018-11-16 03:56:55,0.09329999999996895,4.1816,-0.09706,9.14879,-0.00015,0.9999574661035262
2018-11-16 03:56:55,0.0949999999999515,4.1816,-0.09706,9.14879,-0.00015,0.9999574661035262
2018-11-16 03:56:55,0.09669999999993403,4.1816,-0.09706,9.14879,-0.00015,0.9999574661035262
2018-11-16 03:56:55,0.09830000000001746,4.1816,-0.0945,9.14879,-0.00016,0.999954630510428
2018-11-16 03:56:55,0.1,4.1816,-0.0945,9.14879,-0.00016,0.999954630510428
2018-11-16 03:56:56,0.10171666666671324,4.18144,-0.09706,9.14879,-0.00016,0.999954630510428
2018-11-16 03:56:56,0.10331666666655413,4.18144,-0.0945,9.14879,-0.00016,0.999954630510428
2018-11-16 03:56:56,0.10500000000004851,4.18144,-0.09706,9.14879,-0.00017,0.9999517949173298
2018-11-16 03:56:56,0.10666666666656965,4.18144,-0.09706,9.14879,-0.00017,0.9999517949173298
2018-11-16 03:56:56,0.10831666666660264,4.18144,-0.0945,9.14879,-0.00017,0.9999517949173298
2018-11-16 03:56:56,0.11001666666658518,4.18144,-0.09706,9.14879,-0.00017,0.9999517949173298
2018-11-16 03:56:56,0.11161666666666861,4.18144,-0.09706,9.14879,-0.00018,0.9999489593242314
2018-11-16 03:56:56,0.11334999999987,4.18144,-0.09706,9.14879,-0.00018,0.9999489593242314
2018-11-16 03:56:56,0.11494999999995344,4.18144,-0.09706,9.14879,-0.00018,0.9999489593242314
2018-11-16 03:56:56,0.11661666666671712,4.18144,-0.0945,9.14879,-0.00018,0.9999489593242314
2018-11-16 03:56:57,0.1183499999999185,4.18144,-0.09706,9.14879,-0.00019,0.9999461237311332
2018-11-16 03:56:57,0.11995000000000194,4.18144,-0.09706,9.14879,-0.00019,0.9999461237311332
2018-11-16 03:56:57,0.12169999999993403,4.18144,-0.09706,9.14879,-0.00019,0.9999461237311332
2018-11-16 03:56:57,0.12330000000001747,4.18144,-0.09706,9.14879,-0.0002,0.999943288138035
2018-11-16 03:56:57,0.1249833333332693,4.18144,-0.09706,9.14879,-0.0002,0.999943288138035
2018-11-16 03:56:57,0.12668333333325185,4.18127,-0.09706,9.14879,-0.0002,0.999943288138035
2018-11-16 03:56:57,0.12831666666655414,4.18127,-0.09706,9.14879,-0.0002,0.999943288138035
2018-11-16 03:56:57,0.1300000000000485,4.18127,-0.09706,9.14879,-0.00021,0.9999404525449368
2018-11-16 03:56:57,0.13170000000003104,4.18127,-0.09706,9.14879,-0.00021,0.9999404525449368
2018-11-16 03:56:57,0.13331666666660263,4.18127,-0.09706,9.14879,-0.00021,0.9999404525449368
2018-11-16 03:56:58,0.13503333333331588,4.18127,-0.09706,9.14879,-0.00021,0.9999404525449368
2018-11-16 03:56:58,0.1366333333333993,4.18127,-0.09706,9.14879,-0.00022,0.9999376169518385
