Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-10-30 14:12:20,0.0,0.0,3.2297,0.0,23.87099,0.0,0.0,0.0,0.02292836513384523,0
2018-10-30 14:13:20,1.0000333333333402,60.00200000000041,3.23071,0.0,23.76583,0.0,0.016667222222222337,0.0,0.02292836513384523,60
2018-10-30 14:14:20,2.0000166666666095,120.00099999999657,3.23172,0.0,23.76583,0.0,0.01666638888888782,0.0,0.02292836513384523,120
2018-10-30 14:15:20,3.0000499999999497,180.00299999999697,3.23256,0.0,23.66067,0.0,0.016667222222222337,0.0,0.02292836513384523,180
2018-10-30 14:16:20,4.0000166666666095,240.00099999999657,3.2334,0.0,23.76583,0.0,0.016666111111110996,0.0,0.02292836513384523,240
2018-10-30 14:17:20,5.0000166666666095,300.00099999999657,3.23425,0.0,23.87099,0.0,0.016666666666666666,0.0,0.02292836513384523,300
2018-10-30 14:18:20,6.000049999999949,360.002999999997,3.23492,0.0,23.87099,0.0,0.016667222222222337,0.0,0.02292836513384523,360
2018-10-30 14:19:20,7.0000166666666095,420.00099999999657,3.2356,0.0,23.66067,0.0,0.016666111111110996,0.0,0.02292836513384523,420
2018-10-30 14:20:20,8.000016666666609,480.00099999999657,3.23627,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,480
2018-10-30 14:21:20,9.000016666666609,540.0009999999966,3.23694,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,540
2018-10-30 14:22:20,10.00004999999995,600.002999999997,3.23745,0.0,23.76583,0.0,0.016667222222222337,0.0,0.02292836513384523,600
2018-10-30 14:23:20,11.000016666666609,660.0009999999966,3.23812,0.0,23.76583,0.0,0.016666111111110996,0.0,0.02292836513384523,660
2018-10-30 14:24:20,12.000016666666609,720.0009999999966,3.23863,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,720
2018-10-30 14:25:20,13.00004999999995,780.002999999997,3.23914,0.0,23.76583,0.0,0.016667222222222337,0.0,0.02292836513384523,780
2018-10-30 14:26:20,14.00004999999995,840.002999999997,3.23964,0.0,23.66067,0.0,0.016666666666666666,0.0,0.02292836513384523,840
2018-10-30 14:27:20,15.00004999999995,900.002999999997,3.24015,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,900
2018-10-30 14:28:20,16.00001666666661,960.0009999999966,3.24065,0.0,23.76583,0.0,0.016666111111110996,0.0,0.02292836513384523,960
2018-10-30 14:29:20,17.00003333333334,1020.0020000000004,3.24116,0.0,23.66067,0.0,0.01666694444444551,0.0,0.02292836513384523,1020
2018-10-30 14:30:20,18.00003333333334,1080.0020000000004,3.24166,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,1080
2018-10-30 14:31:20,19.00004999999995,1140.002999999997,3.242,0.0,23.76583,0.0,0.016666944444443492,0.0,0.02292836513384523,1140
2018-10-30 14:32:20,20.00003333333334,1200.0020000000004,3.24251,0.0,23.76583,0.0,0.016666388888889844,0.0,0.02292836513384523,1200
2018-10-30 14:33:20,21.00006666666668,1260.0040000000008,3.24284,0.0,23.76583,0.0,0.016667222222222337,0.0,0.02292836513384523,1260
2018-10-30 14:34:20,22.0,1320.0,3.24318,0.0,23.76583,0.0,0.01666555555555533,0.0,0.02292836513384523,1320
2018-10-30 14:35:20,23.0,1380.0,3.24369,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,1380
2018-10-30 14:36:20,24.00004999999995,1440.002999999997,3.24402,0.0,23.76583,0.0,0.01666749999999916,0.0,0.02292836513384523,1440
2018-10-30 14:37:20,25.00004999999995,1500.002999999997,3.24436,0.0,23.66067,0.0,0.016666666666666666,0.0,0.02292836513384523,1500
2018-10-30 14:38:20,26.00004999999995,1560.002999999997,3.2447,0.0,23.66067,0.0,0.016666666666666666,0.0,0.02292836513384523,1560
2018-10-30 14:39:20,27.00003333333334,1620.0020000000004,3.24504,0.0,23.87099,0.0,0.016666388888889844,0.0,0.02292836513384523,1620
2018-10-30 14:40:20,28.00004999999995,1680.002999999997,3.24537,0.0,23.76583,0.0,0.016666944444443492,0.0,0.02292836513384523,1680
2018-10-30 14:41:20,29.0,1740.0,3.24571,0.0,23.76583,0.0,0.016665833333334174,0.0,0.02292836513384523,1740
2018-10-30 14:42:20,30.00003333333334,1800.0020000000004,3.24605,0.0,23.66067,0.0,0.016667222222222337,0.0,0.02292836513384523,1800
2018-10-30 14:43:20,31.00001666666661,1860.0009999999966,3.24638,0.0,23.87099,0.0,0.01666638888888782,0.0,0.02292836513384523,1860
2018-10-30 14:44:20,32.00006666666668,1920.0040000000008,3.24672,0.0,23.76583,0.0,0.01666750000000118,0.0,0.02292836513384523,1920
2018-10-30 14:45:20,33.00003333333334,1980.0020000000004,3.24689,0.0,23.76583,0.0,0.016666111111110996,0.0,0.02292836513384523,1980
2018-10-30 14:46:20,34.00004999999995,2040.002999999997,3.24723,0.0,23.55551,0.0,0.016666944444443492,0.0,0.02292836513384523,2040
2018-10-30 14:47:20,35.00004999999995,2100.002999999997,3.24756,0.0,23.76583,0.0,0.016666666666666666,0.0,0.02292836513384523,2100
2018-10-30 14:48:20,36.00001666666661,2160.0009999999966,3.24773,0.0,23.87099,0.0,0.016666111111110996,0.0,0.02292836513384523,2160
2018-10-30 14:49:20,37.00003333333334,2220.0020000000004,3.24807,0.0,23.76583,0.0,0.01666694444444551,0.0,0.02292836513384523,2220
2018-10-30 14:50:20,38.00001666666661,2280.0009999999966,3.24841,0.0,23.66067,0.0,0.01666638888888782,0.0,0.02292836513384523,2280
2018-10-30 14:51:20,39.00003333333334,2340.0020000000004,3.24858,0.0,23.66067,0.0,0.01666694444444551,0.0,0.02292836513384523,2340
2018-10-30 14:52:20,40.0,2400.0,3.24891,0.0,23.87099,0.0,0.016666111111110996,0.0,0.02292836513384523,2400
2018-10-30 14:53:20,41.00004999999995,2460.002999999997,3.24908,0.0,23.87099,0.0,0.01666749999999916,0.0,0.02292836513384523,2460
2018-10-30 14:54:20,42.00003333333334,2520.0020000000004,3.24942,0.0,23.66067,0.0,0.016666388888889844,0.0,0.02292836513384523,2520
2018-10-30 14:55:20,43.00004999999995,2580.002999999997,3.24959,0.0,23.87099,0.0,0.016666944444443492,0.0,0.02292836513384523,2580
2018-10-30 14:56:20,44.00001666666661,2640.0009999999966,3.24976,0.0,23.97615,0.0,0.016666111111110996,0.0,0.02292836513384523,2640
2018-10-30 14:57:20,45.00004999999995,2700.002999999997,3.25009,0.0,23.87099,0.0,0.016667222222222337,0.0,0.02292836513384523,2700
2018-10-30 14:58:20,46.00004999999995,2760.002999999997,3.25026,0.0,23.45035,0.0,0.016666666666666666,0.0,0.02292836513384523,2760
2018-10-30 14:59:20,47.00001666666661,2820.0009999999966,3.2506,0.0,23.66067,0.0,0.016666111111110996,0.0,0.02292836513384523,2820
2018-10-30 15:00:20,48.00004999999995,2880.002999999997,3.25077,0.0,24.0813,0.0,0.016667222222222337,0.0,0.02292836513384523,2880
2018-10-30 15:01:20,49.00004999999995,2940.002999999997,3.25094,0.0,23.87099,0.0,0.016666666666666666,0.0,0.02292836513384523,2940
2018-10-30 15:02:20,50.00003333333334,3000.0020000000004,3.2511,0.0,23.55551,0.0,0.016666388888889844,0.0,0.02292836513384523,3000
2018-10-30 15:03:20,51.00003333333334,3060.0020000000004,3.25144,0.0,23.55551,0.0,0.016666666666666666,0.0,0.02292836513384523,3060
2018-10-30 15:04:20,52.00003333333334,3120.0020000000004,3.25161,0.0,23.66067,0.0,0.016666666666666666,0.0,0.02292836513384523,3120
2018-10-30 15:05:20,53.00001666666661,3180.0009999999966,3.25178,0.0,23.97615,0.0,0.01666638888888782,0.0,0.02292836513384523,3180
2018-10-30 15:06:20,54.00004999999995,3240.002999999997,3.25195,0.0,23.87099,0.0,0.016667222222222337,0.0,0.02292836513384523,3240
2018-10-30 15:07:20,55.00003333333334,3300.0020000000004,3.25212,0.0,23.76583,0.0,0.016666388888889844,0.0,0.02292836513384523,3300
2018-10-30 15:08:20,56.00004999999995,3360.002999999997,3.25228,0.0,23.66067,0.0,0.016666944444443492,0.0,0.02292836513384523,3360
2018-10-30 15:09:20,57.00004999999995,3420.002999999997,3.25262,0.0,23.66067,0.0,0.016666666666666666,0.0,0.02292836513384523,3420
