Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-10-28 13:10:01,0.0,4.19271,0.0,23.87099,0.0
2018-10-28 13:10:11,0.16668333333333674,4.19271,0.0,23.87099,0.0
2018-10-28 13:10:21,0.3333166666666784,4.19271,0.0,23.87099,0.0
2018-10-28 13:10:31,0.5000333333333401,4.19271,0.0,23.76583,0.0
2018-10-28 13:10:41,0.6666833333333367,4.19271,0.0,23.87099,0.0
2018-10-28 13:10:51,0.8333666666666735,4.19271,0.0,23.87099,0.0
2018-10-28 13:10:51,0.8333666666666735,4.19271,0.0,23.87099,0.0
2018-10-28 13:11:01,1.0000833333333352,4.09277,-3.00106,23.87099,-0.00833
2018-10-28 13:11:11,1.1667666666666718,4.0776,-3.00106,23.87099,-0.01667
2018-10-28 13:11:21,1.3334333333333386,4.06648,-2.9985,23.87099,-0.025
2018-10-28 13:11:31,1.5001000000000053,4.05755,-3.00106,23.87099,-0.03333
2018-10-28 13:11:41,1.666783333333342,4.04996,-3.00106,23.87099,-0.04166
2018-10-28 13:11:51,1.8334333333333386,4.04339,-3.00106,23.87099,-0.05
2018-10-28 13:12:01,2.000083333333335,4.03749,-2.9985,23.97615,-0.05833
2018-10-28 13:12:11,2.1667500000000017,4.03209,-2.9985,23.97615,-0.06667
2018-10-28 13:12:21,2.3333999999999984,4.0272,-3.00106,23.97615,-0.075
2018-10-28 13:12:31,2.500066666666665,4.02282,-2.9985,23.97615,-0.08334
2018-10-28 13:12:41,2.666766666666672,4.01878,-3.00106,23.97615,-0.09167
2018-10-28 13:12:51,2.8334333333333386,4.01507,-3.00106,23.97615,-0.1
2018-10-28 13:13:01,3.000100000000005,4.0117,-3.00106,23.97615,-0.10834
2018-10-28 13:13:11,3.166766666666672,4.00849,-3.00106,24.0813,-0.11667
2018-10-28 13:13:21,3.3333999999999984,4.00563,-3.00106,24.0813,-0.12501
2018-10-28 13:13:31,3.500083333333335,4.00276,-3.00106,24.0813,-0.13334
2018-10-28 13:13:41,3.666733333333332,4.00024,-3.00106,23.97615,-0.14167
2018-10-28 13:13:51,3.8334333333333386,3.99771,-3.00106,24.0813,-0.15001
2018-10-28 13:14:01,4.000083333333335,3.99535,-3.00106,24.0813,-0.15834
2018-10-28 13:14:11,4.166766666666672,3.99316,-2.9985,24.0813,-0.16667
2018-10-28 13:14:21,4.333416666666668,3.99096,-3.00106,24.0813,-0.17501
2018-10-28 13:14:31,4.500100000000005,3.98894,-3.00106,24.0813,-0.18335
2018-10-28 13:14:41,4.666766666666672,3.98692,-3.00106,24.0813,-0.19168
2018-10-28 13:14:51,4.833433333333338,3.9849,-3.00106,24.0813,-0.20002
2018-10-28 13:15:01,5.000066666666665,3.98304,-3.00106,24.0813,-0.20835
2018-10-28 13:15:11,5.166766666666672,3.98102,-3.00106,24.18646,-0.21669
2018-10-28 13:15:21,5.333383333333344,3.97933,-3.00106,23.97615,-0.22502
2018-10-28 13:15:31,5.500083333333335,3.97748,-3.00106,24.0813,-0.23335
2018-10-28 13:15:41,5.666766666666672,3.97579,-3.00106,24.18646,-0.24169
2018-10-28 13:15:51,5.833433333333338,3.97394,-3.00106,24.18646,-0.25002
2018-10-28 13:16:01,6.000083333333335,3.97225,-2.9985,24.0813,-0.25836
2018-10-28 13:16:11,6.166733333333331,3.97057,-3.00106,24.0813,-0.26669
2018-10-28 13:16:21,6.333383333333344,3.96888,-3.00106,24.18646,-0.27502
2018-10-28 13:16:31,6.500083333333335,3.9672,-3.00106,24.18646,-0.28336
2018-10-28 13:16:41,6.666766666666672,3.96551,-3.00106,24.29162,-0.29169
