Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-12-15 14:06:40,0.0,0.0,3.48811,0.0,-8.20237,0.0,0.0,0.0,0.08329507699161758,0
2018-12-15 14:07:40,0.9999666666666599,59.99799999999959,3.48929,0.0,-5.04761,0.0,0.016666111111110996,0.0,0.08329507699161758,60
2018-12-15 14:08:40,1.9999666666666598,119.99799999999959,3.49013,0.0,-1.2619,0.0,0.016666666666666666,0.0,0.08329507699161758,120
2018-12-15 14:09:40,3.0,180.0,3.49097,0.0,1.99801,0.0,0.016667222222222337,0.0,0.08329507699161758,180
2018-12-15 14:10:40,3.9999833333332693,239.99899999999616,3.49165,0.0,5.25793,0.0,0.01666638888888782,0.0,0.08329507699161758,240
2018-12-15 14:11:40,5.0000166666666095,300.00099999999657,3.49232,0.0,8.623,0.0,0.016667222222222337,0.0,0.08329507699161758,300
2018-12-15 14:12:40,6.0000166666666095,360.00099999999657,3.49316,0.0,11.98807,0.0,0.016666666666666666,0.0,0.08329507699161758,360
2018-12-15 14:13:40,7.0000166666666095,420.00099999999657,3.49417,0.0,15.14283,0.0,0.016666666666666666,0.0,0.08329507699161758,420
2018-12-15 14:14:40,7.99998333333327,479.99899999999616,3.49502,0.0,18.29758,0.0,0.016666111111110996,0.0,0.08329507699161758,480
2018-12-15 14:15:40,9.000016666666609,540.0009999999966,3.4962,0.0,20.2956,0.0,0.016667222222222337,0.0,0.08329507699161758,540
2018-12-15 14:16:40,10.000016666666609,600.0009999999966,3.49721,0.0,20.2956,0.0,0.016666666666666666,0.0,0.08329507699161758,600
2018-12-15 14:17:40,10.999949999999929,659.9969999999958,3.49822,0.0,19.87496,0.0,0.01666555555555533,0.0,0.08329507699161758,660
2018-12-15 14:18:40,12.0,720.0,3.49906,0.0,20.92655,0.0,0.01666750000000118,0.0,0.08329507699161758,720
2018-12-15 14:19:40,13.00003333333334,780.0020000000004,3.49957,0.0,22.92456,0.0,0.016667222222222337,0.0,0.08329507699161758,780
2018-12-15 14:20:40,14.000016666666609,840.0009999999966,3.50007,0.0,23.34519,0.0,0.01666638888888782,0.0,0.08329507699161758,840
2018-12-15 14:21:40,14.99996666666666,899.9979999999996,3.50041,0.0,21.66266,0.0,0.016665833333334174,0.0,0.08329507699161758,900
2018-12-15 14:22:40,15.999983333333269,959.9989999999962,3.50075,0.0,21.66266,0.0,0.016666944444443492,0.0,0.08329507699161758,960
2018-12-15 14:23:40,16.99994999999993,1019.9969999999958,3.50092,0.0,23.24004,0.0,0.016666111111110996,0.0,0.08329507699161758,1020
2018-12-15 14:24:40,18.00001666666661,1080.0009999999966,3.50109,0.0,24.29162,0.0,0.016667777777778003,0.0,0.08329507699161758,1080
2018-12-15 14:25:40,19.0,1140.0,3.50109,0.0,23.55551,0.0,0.016666388888889844,0.0,0.08329507699161758,1140
