Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-12-24 20:56:52,0.0,4.18278,-0.04342,-19.7698,-0.0
2018-12-24 20:56:52,0.0016999999999825377,4.17688,-0.08173,-19.7698,-0.0
2018-12-24 20:56:52,0.0033999999999650755,4.17335,-0.09195,-19.7698,-0.0
2018-12-24 20:56:52,0.004966666666708382,4.17115,-0.0945,-19.7698,-1e-05
2018-12-24 20:56:52,0.006700000000031044,4.16913,-0.0945,-19.7698,-1e-05
2018-12-24 20:56:52,0.008316666666602638,4.16761,-0.0945,-19.7698,-1e-05
2018-12-24 20:56:52,0.009999999999975747,4.16576,-0.09706,-19.7698,-1e-05
2018-12-24 20:56:53,0.011699999999958284,4.16407,-0.0945,-19.7698,-2e-05
2018-12-24 20:56:53,0.013399999999940822,4.16256,-0.0945,-19.7698,-2e-05
2018-12-24 20:56:53,0.015000000000024253,4.16138,-0.0945,-19.7698,-2e-05
2018-12-24 20:56:53,0.016649999999935973,4.15986,-0.09706,-19.7698,-3e-05
2018-12-24 20:56:53,0.018350000000039775,4.15851,-0.09706,-19.7698,-3e-05
2018-12-24 20:56:53,0.020099999999971866,4.15716,-0.09706,-19.7698,-3e-05
2018-12-24 20:56:53,0.021649999999984477,4.15598,-0.09706,-19.7698,-3e-05
2018-12-24 20:56:53,0.023349999999967015,4.15464,-0.09706,-19.7698,-4e-05
2018-12-24 20:56:53,0.02501666666660943,4.15346,-0.09706,-19.7698,-4e-05
2018-12-24 20:56:53,0.026650000000032984,4.15244,-0.0945,-19.7698,-4e-05
2018-12-24 20:56:54,0.028366666666624952,4.15126,-0.09706,-19.7698,-4e-05
2018-12-24 20:56:54,0.030083333333338184,4.15025,-0.09706,-19.7698,-5e-05
2018-12-24 20:56:54,0.03166666666669092,4.14924,-0.09706,-19.7698,-5e-05
2018-12-24 20:56:54,0.033349999999942766,4.14823,-0.09706,-19.7698,-5e-05
2018-12-24 20:56:54,0.03496666666663562,4.14722,-0.0945,-19.7698,-6e-05
2018-12-24 20:56:54,0.03673333333329841,4.14621,-0.09706,-19.7698,-6e-05
2018-12-24 20:56:54,0.03831666666665114,4.14536,-0.09706,-19.7698,-6e-05
2018-12-24 20:56:54,0.040033333333364375,4.14435,-0.09706,-19.7698,-6e-05
2018-12-24 20:56:54,0.041700000000006794,4.14351,-0.09706,-19.7698,-7e-05
2018-12-24 20:56:54,0.04333333333330908,4.14284,-0.09706,-19.7698,-7e-05
2018-12-24 20:56:55,0.04503333333329162,4.14199,-0.09706,-19.7698,-7e-05
2018-12-24 20:56:55,0.04671666666666473,4.14115,-0.0945,-19.7698,-7e-05
2018-12-24 20:56:55,0.048333333333357584,4.14048,-0.0945,-19.7698,-8e-05
2018-12-24 20:56:55,0.05,4.13963,-0.09706,-19.7698,-8e-05
2018-12-24 20:56:55,0.05169999999998254,4.13896,-0.09706,-19.7698,-8e-05
2018-12-24 20:56:55,0.05338333333335565,4.13829,-0.09706,-19.7698,-8e-05
2018-12-24 20:56:55,0.05498333333331781,4.13761,-0.09706,-19.7698,-9e-05
2018-12-24 20:56:55,0.056649999999960225,4.13711,-0.0945,-19.7698,-9e-05
2018-12-24 20:56:55,0.058333333333333334,4.13626,-0.09706,-19.7698,-9e-05
2018-12-24 20:56:55,0.0600499999999253,4.13576,-0.09706,-19.7698,-0.0001
2018-12-24 20:56:56,0.06171666666668898,4.13508,-0.09706,-19.7698,-0.0001
