Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-29 20:59:07,0.0,4.19169,0.0,-0.52579,0.0
2018-11-29 20:59:17,0.16666666666666666,4.19169,0.0,-0.63095,0.0
2018-11-29 20:59:27,0.3333166666666784,4.19169,0.0,-0.63095,0.0
2018-11-29 20:59:37,0.5000166666666701,4.19169,0.0,-0.52579,0.0
2018-11-29 20:59:47,0.6667000000000068,4.19169,0.0,-0.63095,0.0
2018-11-29 20:59:57,0.8333666666666735,4.19169,0.0,-0.63095,0.0
2018-11-29 20:59:57,0.8333666666666735,4.19169,0.0,-0.63095,0.0
2018-11-29 21:00:07,1.0001000000000053,3.90989,-3.00106,-0.63095,-0.00834
2018-11-29 21:00:17,1.166850000000007,3.89253,-3.00106,-0.52579,-0.01668
2018-11-29 21:00:27,1.3334500000000087,3.88157,-2.9985,-0.52579,-0.02501
2018-11-29 21:00:37,1.5001666666666702,3.87415,-3.00106,-0.52579,-0.03335
2018-11-29 21:00:47,1.666783333333342,3.86893,-3.00106,-0.42063,-0.04168
2018-11-29 21:00:57,1.8334666666666786,3.86505,-2.9985,-0.31548,-0.05001
2018-11-29 21:01:07,2.0001666666666704,3.86219,-3.00106,-0.21032,-0.05835
2018-11-29 21:01:17,2.166783333333342,3.85999,-2.9985,-0.10516,-0.06668
2018-11-29 21:01:27,2.333516666666674,3.85814,-3.00106,-0.10516,-0.07502
2018-11-29 21:01:37,2.500100000000005,3.85679,-3.00106,0.0,-0.08335
2018-11-29 21:01:47,2.666800000000012,3.85544,-3.00106,0.0,-0.09168
2018-11-29 21:01:57,2.8334833333333336,3.85443,-3.00106,0.10516,-0.10001
2018-11-29 21:02:07,3.0002000000000106,3.85359,-3.00106,0.10516,-0.10835
2018-11-29 21:02:17,3.166783333333342,3.85258,-3.00106,0.10516,-0.11668
2018-11-29 21:02:27,3.3334833333333336,3.85174,-3.00106,0.10516,-0.12501
2018-11-29 21:02:37,3.5001333333333453,3.85089,-3.00106,0.10516,-0.13335
2018-11-29 21:02:47,3.666800000000012,3.84988,-3.00106,0.10516,-0.14168
2018-11-29 21:02:57,3.8335000000000035,3.84904,-3.00106,0.21032,-0.15002
2018-11-29 21:03:07,4.0001500000000005,3.8482,-3.00106,0.21032,-0.15835
2018-11-29 21:03:17,4.166816666666667,3.84735,-2.9985,0.31548,-0.16669
2018-11-29 21:03:27,4.333483333333334,3.84651,-3.00106,0.31548,-0.17502
2018-11-29 21:03:37,4.50016666666667,3.8455,-3.00106,0.31548,-0.18336
2018-11-29 21:03:47,4.666816666666667,3.84466,-3.00106,0.31548,-0.19169
2018-11-29 21:03:57,4.833516666666673,3.84381,-3.00106,0.21032,-0.20002
