Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-16 03:56:49,0.0,0.0,4.18632,-0.04597,9.04363,-0.0
2018-11-16 03:56:50,0.0016999999999825377,0.10199999999895226,4.18464,-0.07918,9.04363,-0.0
2018-11-16 03:56:50,0.0033000000000659685,0.19800000000395812,4.1838,-0.08939,9.04363,-1e-05
2018-11-16 03:56:50,0.00501666666653667,0.3009999999922002,4.18329,-0.0945,9.04363,-1e-05
2018-11-16 03:56:50,0.006700000000031044,0.40200000000186265,4.18295,-0.0945,9.04363,-1e-05
2018-11-16 03:56:50,0.008316666666602638,0.4989999999961583,4.18278,-0.0945,9.04363,-1e-05
2018-11-16 03:56:50,0.010033333333315872,0.6019999999989523,4.18262,-0.09706,9.04363,-2e-05
2018-11-16 03:56:50,0.011700000000079551,0.702000000004773,4.18245,-0.09706,9.04363,-2e-05
2018-11-16 03:56:50,0.013316666666651145,0.7989999999990687,4.18245,-0.09706,9.04363,-2e-05
2018-11-16 03:56:50,0.014999999999902987,0.8999999999941792,4.18245,-0.09706,9.04363,-2e-05
2018-11-16 03:56:50,0.016633333333205276,0.9979999999923166,4.18245,-0.0945,9.04363,-3e-05
2018-11-16 03:56:51,0.018316666666699653,1.099000000001979,4.18228,-0.0945,9.04363,-3e-05
2018-11-16 03:56:51,0.020049999999901046,1.2029999999940628,4.18228,-0.09706,9.04363,-3e-05
2018-11-16 03:56:51,0.021633333333253783,1.297999999995227,4.18228,-0.0945,9.04363,-3e-05
2018-11-16 03:56:51,0.023316666666505625,1.3989999999903375,4.18228,-0.0945,9.04363,-4e-05
2018-11-16 03:56:51,0.025049999999949554,1.5029999999969732,4.18228,-0.09706,9.04363,-4e-05
2018-11-16 03:56:51,0.02663333333330229,1.5979999999981374,4.18228,-0.09706,9.04363,-4e-05
2018-11-16 03:56:51,0.028316666666554132,1.698999999993248,4.18211,-0.09706,9.04363,-4e-05
2018-11-16 03:56:51,0.02994999999985642,1.7969999999913853,4.18211,-0.0945,9.04363,-5e-05
2018-11-16 03:56:51,0.0316333333333508,1.8980000000010477,4.18211,-0.0945,9.04363,-5e-05
2018-11-16 03:56:51,0.033316666666602636,1.9989999999961583,4.18211,-0.0945,9.04363,-5e-05
2018-11-16 03:56:52,0.03503333333331587,2.1019999999989523,4.18211,-0.09706,9.04363,-6e-05
2018-11-16 03:56:52,0.036633333333399305,2.198000000003958,4.18211,-0.09706,9.04363,-6e-05
2018-11-16 03:56:52,0.0383666666666007,2.301999999996042,4.18211,-0.09706,9.04363,-6e-05
2018-11-16 03:56:52,0.03994999999995343,2.396999999997206,4.18211,-0.0945,9.04363,-6e-05
2018-11-16 03:56:52,0.041666666666666664,2.5,4.18211,-0.0945,9.04363,-7e-05
2018-11-16 03:56:52,0.043366666666649206,2.6019999999989523,4.18194,-0.09706,9.04363,-7e-05
2018-11-16 03:56:52,0.04496666666673264,2.698000000003958,4.18194,-0.09706,9.04363,-7e-05
2018-11-16 03:56:52,0.04668333333320333,2.8009999999922,4.18194,-0.09706,9.04363,-7e-05
2018-11-16 03:56:52,0.048283333333286764,2.896999999997206,4.18194,-0.09706,9.04363,-8e-05
2018-11-16 03:56:52,0.04996666666653861,2.9979999999923166,4.18194,-0.09706,9.04363,-8e-05
2018-11-16 03:56:53,0.05168333333325184,3.1009999999951106,4.18194,-0.09706,9.04363,-8e-05
2018-11-16 03:56:53,0.05328333333333527,3.1970000000001164,4.18194,-0.0945,9.04363,-8e-05
2018-11-16 03:56:53,0.05498333333331781,3.2989999999990687,4.18194,-0.0945,9.04363,-9e-05
2018-11-16 03:56:53,0.05668333333330035,3.400999999998021,4.18194,-0.09706,9.04363,-9e-05
2018-11-16 03:56:53,0.05828333333338378,3.497000000003027,4.18194,-0.09706,9.04363,-9e-05
2018-11-16 03:56:53,0.05998333333336632,3.599000000001979,4.18177,-0.09706,9.04363,-9e-05
2018-11-16 03:56:53,0.06170000000007955,3.702000000004773,4.18177,-0.09706,9.04363,-0.0001
2018-11-16 03:56:53,0.06338333333333139,3.8029999999998836,4.18177,-0.0945,9.04363,-0.0001
2018-11-16 03:56:53,0.06498333333317229,3.8989999999903375,4.18177,-0.0945,9.04363,-0.0001
2018-11-16 03:56:53,0.06669999999988553,4.0019999999931315,4.18177,-0.09706,9.04363,-0.00011
2018-11-16 03:56:54,0.06829999999996895,4.097999999998137,4.18177,-0.0945,9.04363,-0.00011
