Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-19 22:43:42,0.0,0.0,4.1922,0.0,9.25395,0.0
2018-11-19 22:43:52,0.16668333333333674,10.001000000000204,4.1922,0.0,9.14879,0.0
2018-11-19 22:44:02,0.33330000000000837,19.998000000000502,4.1922,0.0,9.14879,0.0
2018-11-19 22:44:12,0.49995000000000495,29.9970000000003,4.1922,0.0,9.25395,0.0
2018-11-19 22:44:22,0.6666333333333417,39.9980000000005,4.1922,0.0,9.25395,0.0
2018-11-19 22:44:32,0.8332833333333383,49.9970000000003,4.1922,0.0,9.25395,0.0
2018-11-19 22:44:32,0.8333666666666735,50.00200000000041,4.1922,0.0,9.25395,0.0
2018-11-19 22:44:42,1.0000833333333352,60.00500000000011,4.01035,-3.00106,9.25395,-0.00833
2018-11-19 22:44:52,1.1667500000000017,70.00500000000011,3.99417,-2.9985,9.25395,-0.01667
2018-11-19 22:45:02,1.3334166666666685,80.00500000000011,3.98338,-3.00106,9.25395,-0.025
2018-11-19 22:45:12,1.5001333333333453,90.00800000000072,3.97512,-2.9985,9.25395,-0.03333
2018-11-19 22:45:22,1.6667166666666768,100.00300000000061,3.96855,-3.00106,9.25395,-0.04167
2018-11-19 22:45:32,1.8334166666666685,110.00500000000011,3.96298,-3.00106,9.35911,-0.05
2018-11-19 22:45:42,2.0001166666666754,120.00700000000052,3.95843,-3.00106,9.25395,-0.05833
2018-11-19 22:45:52,2.166783333333342,130.00700000000052,3.95439,-2.9985,9.14879,-0.06667
2018-11-19 22:46:02,2.3334333333333386,140.0060000000003,3.95085,-3.00106,9.14879,-0.075
2018-11-19 22:46:12,2.5001166666666754,150.00700000000052,3.94781,-3.00106,9.14879,-0.08334
2018-11-19 22:46:22,2.6667500000000017,160.0050000000001,3.94512,-3.00106,9.25395,-0.09167
2018-11-19 22:46:32,2.8334000000000135,170.00400000000081,3.94259,-2.9985,9.35911,-0.1
2018-11-19 22:46:42,3.000083333333335,180.0050000000001,3.94023,-2.9985,9.35911,-0.10834
2018-11-19 22:46:52,3.166733333333347,190.00400000000081,3.93821,-3.00106,9.35911,-0.11667
2018-11-19 22:47:02,3.3334500000000085,200.00700000000052,3.93618,-2.9985,9.35911,-0.125
2018-11-19 22:47:12,3.5001166666666754,210.00700000000052,3.93433,-3.00106,9.35911,-0.13334
2018-11-19 22:47:22,3.666800000000012,220.00800000000072,3.93264,-3.00106,9.46427,-0.14167
2018-11-19 22:47:32,3.8334333333333386,230.0060000000003,3.93096,-2.9985,9.56943,-0.15
2018-11-19 22:47:42,4.000083333333335,240.0050000000001,3.92944,-2.9985,9.56943,-0.15833
2018-11-19 22:47:52,4.1667333333333465,250.00400000000081,3.92776,-3.00106,9.56943,-0.16667
2018-11-19 22:48:02,4.3334000000000135,260.0040000000008,3.92624,-3.00106,9.56943,-0.175
2018-11-19 22:48:12,4.500100000000005,270.0060000000003,3.92489,-3.00106,9.67458,-0.18334
2018-11-19 22:48:22,4.6667333333333465,280.0040000000008,3.92337,-2.9985,9.77974,-0.19167
2018-11-19 22:48:32,4.833450000000009,290.0070000000005,3.92202,-2.9985,9.77974,-0.2
2018-11-19 22:48:42,5.0000500000000105,300.0030000000006,3.92051,-2.9985,9.77974,-0.20833
2018-11-19 22:48:52,5.166783333333342,310.0070000000005,3.91916,-2.9985,9.77974,-0.21667
2018-11-19 22:49:02,5.333383333333344,320.0030000000006,3.91781,-3.00106,9.77974,-0.22501
2018-11-19 22:49:12,5.50006666666668,330.0040000000008,3.91629,-2.9985,9.77974,-0.23334
2018-11-19 22:49:22,5.666800000000012,340.0080000000007,3.91494,-3.00106,9.8849,-0.24167
2018-11-19 22:49:32,5.8334000000000135,350.0040000000008,3.9136,-3.00106,9.77974,-0.25
2018-11-19 22:49:42,6.000133333333346,360.0080000000007,3.91208,-3.00106,9.77974,-0.25834
2018-11-19 22:49:52,6.166750000000002,370.0050000000001,3.91073,-2.9985,9.77974,-0.26667
2018-11-19 22:50:02,6.333416666666668,380.0050000000001,3.90921,-3.00106,9.77974,-0.275
2018-11-19 22:50:12,6.50006666666668,390.0040000000008,3.9077,-3.00106,9.67458,-0.28334
2018-11-19 22:50:22,6.666766666666672,400.0060000000003,3.90618,-3.00106,9.77974,-0.29167
2018-11-19 22:50:32,6.8334000000000135,410.0040000000008,3.90466,-2.9985,9.67458,-0.3
2018-11-19 22:50:42,7.000116666666675,420.0070000000005,3.90298,-2.9985,9.67458,-0.30834
2018-11-19 22:50:52,7.166783333333342,430.0070000000005,3.90146,-2.9985,9.67458,-0.31667
2018-11-19 22:51:02,7.333433333333338,440.0060000000003,3.89977,-2.9985,9.77974,-0.325
2018-11-19 22:51:12,7.500083333333335,450.0050000000001,3.89809,-2.9985,9.77974,-0.33334
2018-11-19 22:51:22,7.666766666666672,460.0060000000003,3.8964,-3.00106,9.77974,-0.34167
2018-11-19 22:51:32,7.833466666666679,470.0080000000007,3.89472,-3.00106,9.77974,-0.35
2018-11-19 22:51:42,8.00006666666668,480.0040000000008,3.89303,-3.00106,9.8849,-0.35834
2018-11-19 22:51:52,8.166766666666671,490.0060000000003,3.89118,-3.00106,9.8849,-0.36667
2018-11-19 22:52:02,8.333433333333339,500.0060000000003,3.88932,-3.00106,9.77974,-0.37501
2018-11-19 22:52:12,8.500083333333334,510.0050000000001,3.88747,-3.00106,9.8849,-0.38334
2018-11-19 22:52:22,8.666733333333347,520.0040000000008,3.88562,-2.9985,9.77974,-0.39167
2018-11-19 22:52:32,8.833416666666668,530.0050000000001,3.88359,-2.9985,9.8849,-0.40001
2018-11-19 22:52:42,9.000116666666676,540.0070000000005,3.88157,-3.00106,9.8849,-0.40834
2018-11-19 22:52:52,9.166783333333342,550.0070000000005,3.87955,-3.00106,9.8849,-0.41668
2018-11-19 22:53:02,9.333400000000013,560.0040000000008,3.87752,-2.9985,9.8849,-0.42501
2018-11-19 22:53:12,9.500100000000005,570.0060000000003,3.87533,-3.00106,9.99006,-0.43334
2018-11-19 22:53:22,9.666750000000002,580.0050000000001,3.87314,-2.9985,9.99006,-0.44168
2018-11-19 22:53:32,9.833416666666668,590.0050000000001,3.87095,-2.9985,9.99006,-0.45001
2018-11-19 22:53:42,10.000083333333334,600.0050000000001,3.86876,-2.9985,9.99006,-0.45834
2018-11-19 22:53:52,10.166766666666671,610.0060000000003,3.8664,-3.00106,9.8849,-0.46668
2018-11-19 22:54:02,10.333416666666684,620.005000000001,3.86404,-3.00106,9.99006,-0.47501
2018-11-19 22:54:12,10.50011666666666,630.0069999999996,3.86151,-3.00106,9.99006,-0.48334
2018-11-19 22:54:22,10.666733333333347,640.0040000000008,3.85898,-3.00106,10.09522,-0.49168
2018-11-19 22:54:32,10.833416666666684,650.005000000001,3.85645,-3.00106,9.8849,-0.50001
2018-11-19 22:54:42,11.00008333333335,660.005000000001,3.85393,-3.00106,9.8849,-0.50834
2018-11-19 22:54:52,11.166733333333347,670.0040000000008,3.85123,-3.00106,9.99006,-0.51668
2018-11-19 22:55:02,11.333449999999994,680.0069999999996,3.84853,-2.9985,9.8849,-0.52501
2018-11-19 22:55:12,11.500100000000021,690.0060000000012,3.84567,-3.00106,9.8849,-0.53334
2018-11-19 22:55:22,11.666766666666687,700.0060000000012,3.8428,-3.00106,9.8849,-0.54168
2018-11-19 22:55:32,11.833416666666684,710.005000000001,3.83994,-3.00106,9.8849,-0.55001
2018-11-19 22:55:42,12.00011666666666,720.0069999999996,3.83707,-2.9985,9.99006,-0.55834
2018-11-19 22:55:52,12.166733333333347,730.0040000000008,3.83404,-2.9985,9.8849,-0.56668
2018-11-19 22:56:02,12.333433333333353,740.0060000000012,3.831,-2.9985,9.99006,-0.57501
2018-11-19 22:56:12,12.50013333333333,750.0079999999998,3.82797,-3.00106,9.8849,-0.58334
2018-11-19 22:56:22,12.666750000000016,760.005000000001,3.82493,-3.00106,9.99006,-0.59167
2018-11-19 22:56:32,12.833400000000013,770.0040000000008,3.82173,-2.9985,9.8849,-0.60001
2018-11-19 22:56:42,13.000100000000021,780.0060000000012,3.8187,-3.00106,9.99006,-0.60834
2018-11-19 22:56:52,13.166750000000016,790.005000000001,3.8155,-2.9985,9.99006,-0.61668
2018-11-19 22:57:02,13.333416666666684,800.005000000001,3.81229,-3.00106,9.8849,-0.62501
