Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-19 11:33:53,0.0,0.0,4.06058,-1.44817,9.14879,0.02292
2018-11-19 11:34:53,0.9999833333330268,59.998999999981606,4.04271,-1.44817,9.25395,-0.00124
2018-11-19 11:35:53,1.9999666666665386,119.99799999999232,4.03125,-1.44817,9.25395,-0.0254
2018-11-19 11:36:53,2.9999499999995654,179.99699999997392,4.02282,-1.45072,9.14879,-0.04957
2018-11-19 11:37:53,3.9999666666665386,239.99799999999232,4.01608,-1.44817,9.14879,-0.07373
2018-11-19 11:38:53,4.999983333333026,299.9989999999816,4.01035,-1.45072,9.14879,-0.0979
2018-11-19 11:39:53,6.0,360.0,4.00546,-1.44817,9.25395,-0.12206
2018-11-19 11:40:53,7.0,420.0,4.00091,-1.44817,9.25395,-0.14621
2018-11-19 11:41:53,8.0,480.0,3.9967,-1.45072,9.35911,-0.17038
2018-11-19 11:42:53,8.99996666666654,539.9979999999923,3.99265,-1.45072,9.35911,-0.19454
2018-11-19 11:43:53,9.99996666666654,599.9979999999923,3.98844,-1.44817,9.25395,-0.2187
2018-11-19 11:44:53,10.999983333333027,659.9989999999816,3.98405,-1.45072,9.14879,-0.24287
2018-11-19 11:45:53,12.00004999999995,720.002999999997,3.97933,-1.45072,9.14879,-0.26703
2018-11-19 11:46:53,12.999949999999565,779.9969999999739,3.97461,-1.45072,9.25395,-0.2912
2018-11-19 11:47:53,14.0,840.0,3.96956,-1.45072,9.14879,-0.31535
2018-11-19 11:48:53,14.999949999999565,899.9969999999739,3.96433,-1.45072,9.46427,-0.33952
2018-11-19 11:49:53,15.999949999999565,959.9969999999739,3.95877,-1.44817,9.35911,-0.36368
2018-11-19 11:50:53,16.999966666666538,1019.9979999999923,3.9527,-1.45072,9.46427,-0.38784
2018-11-19 11:51:53,17.999966666666538,1079.9979999999923,3.94613,-1.45072,9.25395,-0.412
2018-11-19 11:52:53,19.0,1140.0,3.93871,-1.45072,9.14879,-0.43616
2018-11-19 11:53:53,20.0,1200.0,3.93079,-1.44817,9.14879,-0.46032
2018-11-19 11:54:53,20.999983333333027,1259.9989999999816,3.92253,-1.44817,9.25395,-0.48447
2018-11-19 11:55:53,21.999949999999565,1319.996999999974,3.91393,-1.44817,9.25395,-0.50863
2018-11-19 11:56:53,23.0,1380.0,3.905,-1.45072,9.46427,-0.53279
2018-11-19 11:57:53,23.99993333333308,1439.9959999999846,3.89607,-1.45072,9.46427,-0.55696
2018-11-19 11:58:53,24.999966666666538,1499.9979999999923,3.88696,-1.44817,9.46427,-0.58112
2018-11-19 11:59:53,25.999966666666538,1559.9979999999923,3.87769,-1.44817,9.25395,-0.60528
2018-11-19 12:00:53,26.999949999999565,1619.996999999974,3.86842,-1.44817,9.25395,-0.62944
2018-11-19 12:01:53,27.999949999999565,1679.996999999974,3.85915,-1.45072,9.25395,-0.6536
