Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-11-06 19:09:45,0.0,4.18177,-0.04342,38.38286,-0.0
2018-11-06 19:09:46,0.0016833333332518425,4.18093,-0.08173,38.38286,-0.0
2018-11-06 19:09:46,0.003366666666746217,4.18059,-0.09195,38.38286,-1e-05
2018-11-06 19:09:46,0.005016666666779202,4.18059,-0.0945,38.38286,-1e-05
2018-11-06 19:09:46,0.006650000000081491,4.18059,-0.0945,38.38286,-1e-05
2018-11-06 19:09:46,0.008316666666602638,4.18059,-0.0945,38.38286,-1e-05
2018-11-06 19:09:46,0.010050000000046567,4.18059,-0.09706,38.38286,-2e-05
2018-11-06 19:09:46,0.011700000000079551,4.18042,-0.09706,38.48802,-2e-05
2018-11-06 19:09:46,0.013366666666600698,4.18042,-0.09706,38.48802,-2e-05
2018-11-06 19:09:46,0.015033333333364377,4.18042,-0.0945,38.48802,-2e-05
2018-11-06 19:09:46,0.01671666666661622,4.18042,-0.09706,38.48802,-3e-05
2018-11-06 19:09:47,0.018316666666699653,4.18042,-0.0945,38.48802,-3e-05
2018-11-06 19:09:47,0.020049999999901046,4.18042,-0.0945,38.48802,-3e-05
2018-11-06 19:09:47,0.021666666666715174,4.18042,-0.09706,38.48802,-3e-05
2018-11-06 19:09:47,0.023349999999967015,4.18042,-0.09706,38.48802,-4e-05
2018-11-06 19:09:47,0.025,4.18042,-0.09706,38.48802,-4e-05
2018-11-06 19:09:47,0.026650000000032984,4.18042,-0.09706,38.48802,-4e-05
2018-11-06 19:09:47,0.028366666666746216,4.18042,-0.09706,38.38286,-5e-05
2018-11-06 19:09:47,0.03004999999999806,4.18042,-0.0945,38.38286,-5e-05
2018-11-06 19:09:47,0.031700000000031044,4.18042,-0.09706,38.38286,-5e-05
2018-11-06 19:09:47,0.03333333333333333,4.18026,-0.09706,38.38286,-5e-05
2018-11-06 19:09:48,0.03501666666658518,4.18026,-0.0945,38.38286,-6e-05
2018-11-06 19:09:48,0.036683333333348854,4.18026,-0.0945,38.38286,-6e-05
2018-11-06 19:09:48,0.03831666666665114,4.18026,-0.09706,38.38286,-6e-05
2018-11-06 19:09:48,0.039983333333414826,4.18026,-0.09706,38.38286,-6e-05
2018-11-06 19:09:48,0.04170000000012806,4.18026,-0.0945,38.38286,-7e-05
2018-11-06 19:09:48,0.04334999999991851,4.18026,-0.0945,38.38286,-7e-05
