Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-12-18 08:25:03,0.0,3.49198,0.0,-8.09721,0.0
2018-12-18 08:26:03,1.0000166666666095,3.49316,0.0,-4.94245,0.0
2018-12-18 08:27:03,2.0000499999999497,3.49401,0.0,-1.47222,0.0
2018-12-18 08:28:03,3.000033333333219,3.49468,0.0,1.89285,0.0
2018-12-18 08:29:03,4.0,3.49519,0.0,4.94245,0.0
2018-12-18 08:30:03,5.00008333333329,3.49603,0.0,8.30752,0.0
2018-12-18 08:31:03,6.00008333333329,3.49687,0.0,11.46228,0.0
2018-12-18 08:32:03,7.000066666666559,3.49771,0.0,14.51188,0.0
2018-12-18 08:33:03,7.99998333333327,3.49873,0.0,17.45632,0.0
2018-12-18 08:34:03,9.000066666666559,3.49991,0.0,19.66465,0.0
2018-12-18 08:35:03,10.000066666666559,3.50109,0.0,20.40076,0.0
2018-12-18 08:36:03,11.00004999999995,3.5021,0.0,20.19044,0.0
2018-12-18 08:37:03,12.000033333333219,3.50311,0.0,21.03171,0.0
2018-12-18 08:38:03,13.000016666666609,3.50395,0.0,22.50393,0.0
2018-12-18 08:39:03,14.000016666666609,3.50446,0.0,23.02972,0.0
2018-12-18 08:40:03,15.000033333333219,3.50496,0.0,22.50393,0.0
2018-12-18 08:41:03,16.00004999999995,3.5053,0.0,22.08329,0.0
2018-12-18 08:42:03,17.00001666666661,3.50564,0.0,22.08329,0.0
2018-12-18 08:43:03,18.00001666666661,3.50564,0.0,23.45035,0.0
2018-12-18 08:44:03,19.00001666666661,3.50581,0.0,24.0813,0.0
2018-12-18 08:45:03,20.00004999999995,3.50581,0.0,23.87099,0.0
2018-12-18 08:46:03,21.00001666666661,3.50597,0.0,22.92456,0.0
2018-12-18 08:47:03,22.000033333333217,3.50597,0.0,22.60908,0.0
2018-12-18 08:48:03,23.00006666666656,3.50614,0.0,23.02972,0.0
2018-12-18 08:49:03,24.000033333333217,3.50614,0.0,24.0813,0.0
2018-12-18 08:50:03,25.0,3.50614,0.0,24.39678,0.0
2018-12-18 08:51:03,26.00008333333329,3.50614,0.0,24.0813,0.0
2018-12-18 08:52:03,27.000033333333217,3.50614,0.0,23.34519,0.0
2018-12-18 08:53:03,28.00004999999995,3.50614,0.0,23.02972,0.0
2018-12-18 08:54:03,29.0,3.50631,0.0,23.34519,0.0
2018-12-18 08:55:03,30.00006666666656,3.50631,0.0,23.97615,0.0
2018-12-18 08:56:03,31.00008333333329,3.50631,0.0,24.29162,0.0
2018-12-18 08:57:03,32.000083333333286,3.50631,0.0,24.0813,0.0
2018-12-18 08:58:03,33.00006666666656,3.50631,0.0,23.66067,0.0
2018-12-18 08:59:03,34.000083333333286,3.50631,0.0,23.34519,0.0
2018-12-18 09:00:03,35.000083333333286,3.50631,0.0,23.45035,0.0
2018-12-18 09:01:03,36.00001666666661,3.50631,0.0,23.76583,0.0
2018-12-18 09:02:03,37.0,3.50648,0.0,24.0813,0.0
2018-12-18 09:03:03,38.00006666666656,3.50648,0.0,24.0813,0.0
2018-12-18 09:04:03,39.00004999999995,3.50648,0.0,23.87099,0.0
2018-12-18 09:05:03,40.00001666666661,3.50648,0.0,23.76583,0.0
2018-12-18 09:06:03,41.00006666666656,3.50648,0.0,23.76583,0.0
2018-12-18 09:07:03,42.00006666666656,3.50648,0.0,23.76583,0.0
2018-12-18 09:08:03,43.00003333333322,3.50648,0.0,23.97615,0.0
2018-12-18 09:09:03,44.00003333333322,3.50648,0.0,23.87099,0.0
2018-12-18 09:10:03,45.000083333333286,3.50648,0.0,23.97615,0.0
2018-12-18 09:11:03,46.00004999999995,3.50665,0.0,23.87099,0.0
2018-12-18 09:12:03,47.0,3.50665,0.0,23.76583,0.0
2018-12-18 09:13:03,48.00004999999995,3.50665,0.0,23.97615,0.0
