Timestamp,Time [min],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2018-12-04 22:00:26,0.0,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:26,0.0017166666666525998,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:26,0.0033833333333253297,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:26,0.004983333333332969,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:26,0.006716666666655631,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.008349999999988237,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.009983333333320844,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.011699999999988601,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.01343333333332642,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.015049999999988965,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.016649999999996605,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.018433333333329454,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.019999999999996968,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.021716666666664726,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:27,0.023499999999997575,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.024983333333329936,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.026699999999997694,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.028350000000000364,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.02998333333333297,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.03168333333333066,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.03343333333332339,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.035066666666656,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.036666666666663635,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.038383333333331396,4.19001,0.0,-10.41069,0.0
2018-12-04 22:00:28,0.04004999999998896,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.041649999999996606,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.04336666666666436,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.04501666666666703,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.04671666666666473,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.048416666666662424,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.05008333333332,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.05166666666665757,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.05338333333332533,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.05504999999999806,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:29,0.05664999999999054,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.05838333333332836,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.05998333333332084,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.06164999999999357,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.06334999999999127,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.06506666666665903,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.06673333333333176,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.06833333333332424,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.070049999999992,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.07171666666666472,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:30,0.07341666666666243,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.07501666666665491,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.07668333333332764,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.07841666666666545,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.08001666666665794,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.0816666666666606,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.08338333333332835,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.08509999999999612,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.08674999999999879,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.08836666666666133,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:31,0.09008333333332909,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.09174999999998666,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.0933499999999943,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.09506666666666205,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.09669999999999467,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.09831666666665721,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.10003333333332497,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.10174999999999272,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.10338333333332533,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.10508333333332302,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:32,0.10668333333333066,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.10833333333333334,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.110066666666656,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.1116833333333337,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.11333333333332121,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.1150333333333189,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.11673333333333176,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.11841666666665938,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.12001666666666704,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.12174999999998969,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:33,0.1233833333333223,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.12498333333332994,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.12673333333332265,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.12838333333332533,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.12998333333333298,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.13169999999998558,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.1333666666666583,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.13508333333332606,4.19001,0.0,-10.30554,0.0
2018-12-04 22:00:34,0.13668333333333368,4.19001,0.0,-10.30554,0.0
